NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
3382|76|Valle del Cauca|76001|Santiago De Cali|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|22546450702,0|27644444473,0|Grande|No|No es sucursal de sociedad extranjera|9,683778234086242|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
3396|11|Bogotá, D.C.|11001|Bogotá, D.C.|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|97570469000,0|17212136000,0|Mediana|No|No es sucursal de sociedad extranjera|45,12251882272416|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
3412|5|Antioquia|5380|La Estrella|4664|Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|8375599000,0|12481486000,0|Pequeña|No|No es sucursal de sociedad extranjera|17,16084873374401|No Mineras|Agroalimentos|Aceites y grasas|Otros aceites y grasas|1521102000|Cera de candelilla incluso refinada o coloreada.|54|Norte de Santander|Si|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
3448|76|Valle del Cauca|76892|Yumbo|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|45129739000,0|166433498000,0|Grande|No|No es sucursal de sociedad extranjera|18,03969883641341|No Mineras|Agroalimentos|Azúcar|Azúcar de caña|1703100000|Melaza de caña.|76|Valle del Cauca|Si|0,0|38016,188|||No Constante|Agroalimentos
3701|5|Antioquia|5001|Medellín|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|15739799000,0|46778676000,0|Mediana|No|No es sucursal de sociedad extranjera|32,668035592060235|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
3713|11|Bogotá, D.C.|11001|Bogotá, D.C.|210|Silvicultura y otras actividades forestales|Agroalimentos|Bienes primarios|11214138000,0|61433835000,0|Mediana|No|No es sucursal de sociedad extranjera|3,9534565366187535|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
3787|76|Valle del Cauca|76001|Santiago De Cali|4511|Comercio de vehículos automotores nuevos|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|60794516000,0|43171576000,0|Mediana|No|No es sucursal de sociedad extranjera|19,734428473648187|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
3864|73|Tolima|73001|Ibagué|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|15630517068,0|12462238816,000002|Mediana|No|No es sucursal de sociedad extranjera|15,813826146475018|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
3909|5|Antioquia|5360|Itagüí|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|29979972000,0|37030411000,0|Mediana|No|No es sucursal de sociedad extranjera|21,738535249828885|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
3913|11|Bogotá, D.C.|11001|Bogotá, D.C.|7112|Actividades de ingeniería y otras actividades conexas de consultoría técnica|Metalmecánica y Otras Industrias|Servicios de mercado intensivos en conocimiento|32560443000,0|63251633000,0|Grande|No|No es sucursal de sociedad extranjera|10,297056810403832|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8461500000|Máquinas de aserrar  o trocear que trabajen por arranque de metal o cermets, no expresadas ni comprendidas en otras partidas.|11|Bogotá, D.C.|No|0,0|2298,8|-100,0||No Constante|Metalmecánica y Otras Industrias
4072|76|Valle del Cauca|76892|Yumbo|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|20742841000,0|38112991000,0|Mediana|No|No es sucursal de sociedad extranjera|41,596167008898014|No Mineras|Químicos y Ciencias de la Vida|Envases/empaques|Envases y empaques de plástico|3923309900|Los demás recipientes (bombonas (damajuanas), botellas, frascos y artículos similares), de diferente capacidad|76|Valle del Cauca|Si|784636,19|331771,97400000005|72,92508396044619|56,71911567856045|Pymex|Químicos y Ciencias de la Vida
4129|11|Bogotá, D.C.|11001|Bogotá, D.C.|4642|Comercio al por mayor de prendas de vestir|Sistema Moda|Servicios menos intensivos en conocimiento|4589585000,0|15914844000,0|Pequeña|No|No es sucursal de sociedad extranjera|13,927446954141|No Mineras|Sistema Moda|Calzado|Calzado|6403400000|Los demás calzados con suela de caucho, plástico, cuero natural, artificial o regenerado y parte superior (corte) de cuero natural, con puntera de metal.|11|Bogotá, D.C.|Si|72048,42|38985,744|-41,36698885012488||No Constante|Sistema Moda
4131|11|Bogotá, D.C.|11001|Bogotá, D.C.|126|Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos|Agroalimentos|Bienes primarios|48563353000,0|22900798000,0|Mediana|No|No es sucursal de sociedad extranjera|7,255304585900069|No Mineras|Agroalimentos|Otros agrícola|Semillas y frutos oleaginosos|1207101000|Nuez y almendra de palma, para siembra.|11|Bogotá, D.C.|Si|2554579,49|1539252,078|20,43834468787129|23,85567830164037|Pymex|Agroalimentos
4214|76|Valle del Cauca|76001|Santiago De Cali|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|43833254338,0|37299448387,0|Grande|No|No es sucursal de sociedad extranjera|9,494866529774129|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
4224|11|Bogotá, D.C.|11001|Bogotá, D.C.|6202|Actividades de consultoría informática y actividades de administración de instalaciones informáticas|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|30739430000,0|67351182000,0|Grande|No|No es sucursal de sociedad extranjera|20,20260095824777|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Industrias 4.0
4256|63|Quindío|63001|Armenia|4632|Comercio al por mayor de bebidas y tabaco|Agroalimentos|Servicios menos intensivos en conocimiento|33735554000,0|20483427000,0|Mediana|No|No es sucursal de sociedad extranjera|12,459958932238193|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
4267|76|Valle del Cauca|76892|Yumbo|4752|Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|35341774000,0|35249007000,0|Mediana|No|No es sucursal de sociedad extranjera|37,549623545516766|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8413819000|Las demás bombas para líquidos.|76|Valle del Cauca|Si|0,0|5994,8240000000005||-100,0|Futuros|Metalmecánica y Otras Industrias
4277|11|Bogotá, D.C.|11001|Bogotá, D.C.|1083|Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares|Agroalimentos|Bienes tecnología baja|7374134000,0|12200384000,0|Mediana|No|No es sucursal de sociedad extranjera|49,25941136208077|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
4387|25|Cundinamarca|25214|Cota|4664|Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|12953969000,0|14438109000,0|Pequeña|No|No es sucursal de sociedad extranjera|23,04449007529089|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
4418|68|Santander|68001|Bucaramanga|2310|Fabricación de vidrio y productos de vidrio|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|18327330000,0|29021084000,0|Mediana|No|No es sucursal de sociedad extranjera|28,566735112936342|No Mineras|Metalmecánica y Otras Industrias|Autopartes|Otras Autopartes|7003191000|Las demás placas y  hojas lisas de vidrio colado o laminado, sin  armar, coloreadas en la masa, opacificadas, chapadas o con capa absorbente, reflectante o antirreflectante.|68|Santander|Si|135467,5|50272,744|51,99895157273626||No Constante|Químicos y Ciencias de la Vida
4426|11|Bogotá, D.C.|11001|Bogotá, D.C.|125|Cultivo de flor de corte|Agroalimentos|Bienes primarios|19101273000,0|40365673000,0|Mediana|No|No es sucursal de sociedad extranjera|35,885010266940455|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603129000|Los demás claveles frescos, cortados para ramos o adornos.|25|Cundinamarca|Si|11392811,85|9374879,28|16,59341362109059|5,245253667917238|Top|Agroalimentos
4431|11|Bogotá, D.C.|11001|Bogotá, D.C.|4511|Comercio de vehículos automotores nuevos|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|149283319000,0|295029451000,0|Grande|No|No es sucursal de sociedad extranjera|14,458590006844627|No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Transporte de mercancías|8704229000|Los demás vehículos automóviles para el transporte de mercancías, con motor de émbolo (pistón), de encendido por compresión (Diesel o semi -Diesel), de peso total con carga máxima Superior a 9,3 t, pero inferior o igual a 20 t.|25|Cundinamarca|Si|32762228,0|39276895,2|-19,83513391051048|-11,81872113732262|Top|Metalmecánica y Otras Industrias
4543|25|Cundinamarca|25286|Funza|4530|Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|17971073000,0|22875280000,0|Mediana|No|No es sucursal de sociedad extranjera|1,8699520876112248|No Mineras|Químicos y Ciencias de la Vida|Autopartes|Llantas neumáticas|4012904100|Bandas de rodadura para neumáticos (llantas neumáticas), para recauchutar.|13|Bolívar|Si|35717,9|87398,73199999999|-12,49640484110499|-40,675203571223165|Pymex|Químicos y Ciencias de la Vida
4732|25|Cundinamarca|25286|Funza|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|17630851000,0|21070828000,0|Mediana|No|No es sucursal de sociedad extranjera|4,164271047227926|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|9028301000|Contadores de electricidad monofásicos.|11|Bogotá, D.C.|Si|0,0|26636,08|||No Constante|Metalmecánica y Otras Industrias
4764|76|Valle del Cauca|76001|Santiago De Cali|4511|Comercio de vehículos automotores nuevos|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|29849917000,0|82920897000,0|Grande|No|No es sucursal de sociedad extranjera|34,71594798083505|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
4768|76|Valle del Cauca|76001|Santiago De Cali|6920|Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria|Industrias 4.0|Servicios de mercado intensivos en conocimiento|19237927000,0|32661504000,0|Grande|No|No es sucursal de sociedad extranjera|3,07460643394935|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
4789|8|Atlántico|8001|Barranquilla|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|25830472442,0|35549831512,0|Grande|No|No es sucursal de sociedad extranjera|19,4031485284052|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
4813|23|Córdoba|23001|Montería|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|156158832838,0|158374285148,0|Grande|No determinado|No determinado||No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
4830|11|Bogotá, D.C.|11001|Bogotá, D.C.|2023|Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|19042100000,0|35404449000,0|Mediana|No|No es sucursal de sociedad extranjera|12,553045859000685|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
4838|5|Antioquia|5360|Itagüí|2029|Fabricación de otros productos químicos n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|42746005000,0|71319295000,0|Grande|No|No es sucursal de sociedad extranjera|30,60917180013689|No Mineras|Químicos y Ciencias de la Vida|Químico|Productos diversos de las industrias químicas.|3802100000|Carbones activados.|05|Antioquia|Si|1556797,17|1101025,096|26,6392994152846|4,476896302251543|Pymex|Químicos y Ciencias de la Vida
4937|11|Bogotá, D.C.|11001|Bogotá, D.C.|7112|Actividades de ingeniería y otras actividades conexas de consultoría técnica|Metalmecánica y Otras Industrias|Servicios de mercado intensivos en conocimiento|30289338000,0|19223708000,0|Grande|No|No es sucursal de sociedad extranjera|32,68446269678302|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
